"paper_id","coder","paper_title","doi","timestamp","B1","B1A","C1","C2","D1","D1A","D2","D2A","E1","E1A","E1B","E1C","E1D","E1E","E1F","F1","F2","F3","notes"
88,"Amelia","Reproducibility in Management Science","10.1287/mnsc.2023.03556","2026/07/14 20:08:56","Yes. Paper explicitly targets one or more named disciplines","Management/Business","Empirical audit/assessment",,"Yes","Computational reproducibility: is defined as the extent to which results in studies can be reproduced based on the same data and analysis as the original study. (p. 1344)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Study design, Data type, Data or material license","No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Third-party/independent reproducers/replicators","After publication",
89,"Amelia","Computational reproducibility in computational social science","10.1140/epjds/s13688-024-00514-w","2026/07/22 11:31:34","Yes. Paper explicitly targets one or more named disciplines","Communication science","Guidelines/policy paper","Technical tool/workflow paper","Yes","Reproducibility: ""..you can take the original data and the computer code used to analyze the data and reproduce the numerical findings from the study.” (p. 2)

""A result is reproducible when the same analysis steps performed on the same dataset consistently produce the same answer. This reproducibility of the result can be checked by the original investigators and other researchers with the nonrestrictive reproducible materials."" (p. 3)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Data or material license, Programming language or software","Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Literate programming/dynamic documents, Containerization (e.g., Docker, Singularity, CodeOcean, Binder, WholeTale, etc.)","R, Python","Digital trace data","Partial automation. Some steps are automated and some require human judgment.","No. Automation is present but does not involve LLMs.","Yes","Authors (self-check), Data editors, Third-party/independent reproducers/replicators","After acceptance, before publication",
90,"Amelia","A guide for social science journal editors on easing into open science","10.1186/s41073-023-00141-5","2026/07/22 22:39:07","Yes. Paper explicitly targets one or more named disciplines","General social science","Guidelines/policy paper",,"No",,"No. The paper treats reproducibility as context-independent or does not address variation.",,"No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Not described","Not described",
91,"Amelia","CORE-bench: fostering the credibility of published research through a computational reproducibility agent benchmark","10.48550/arxiv.2409.11363","2026/07/22 22:29:36","Yes. Paper explicitly targets one or more named disciplines","General social science","Technical tool/workflow paper","Empirical audit/assessment","Yes","Computational reproducibility: ""..the ability to reproduce the results of a scientific study using the data and code provided by its authors"" (p. 2)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Scientific discipline, Programming language or software","Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Containerization (e.g., Docker, Singularity, CodeOcean, Binder, WholeTale, etc.), Package/dependency management","R, Python","Not described","Full automation. The entire proposed workflow is automated with no required manual steps.","Yes. The paper explicitly mentions LLMs (e.g., GPT, Claude, Llama) as part of the workflow.","No","AI Agents","After publication",
92,"Amelia","Audio-as-data tools: replicating computational data processing","10.17645/mac.7851","2026/07/16 20:14:38","Yes. Paper explicitly targets one or more named disciplines","Communication science","Technical tool/workflow paper",,"Yes","Reproduced processing: ""using the same data and the same methods to produce the same data outcomes, despite using different software to conduct the methods."" (p.4)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Programming language or software","Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Narrative (implicit)","Not described","R, Python","Audio data","Full automation. The entire proposed workflow is automated with no required manual steps.","No. Automation is present but does not involve LLMs.","No","Authors (self-check)","Not described",
93,"Amelia","Unintended code errors and computational reproducibility","10.31222/osf.io/rv6xd","2026/07/20 20:32:52","Yes. Paper explicitly targets one or more named disciplines","General social science","Empirical audit/assessment",,"No",,"No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Not described","R","Not described","Manual only. The workflow is entirely manual.","Not applicable. E1e = Manual only or Not described.","No","Data editors","After publication",
94,"Amelia","Navigating the landscape of reproducible research: a predictive modeling approach","10.1145/3627673.3679831","2026/06/16 08:19:22","No. Paper is general with no named target discipline.",,"Technical tool/workflow paper",,"No",,"No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Narrative (implicit)","Not described","Not described","Not described","Partial automation. Some steps are automated and some require human judgment.","No. Automation is present but does not involve LLMs.","Yes","Authors (self-check), Third-party/independent reproducers/replicators","Not described",
95,"Amelia","Computational reproducibility in finance: evidence from 1,000 tests","10.1093/rfs/hhae029","2026/07/21 20:09:08","Yes. Paper explicitly targets one or more named disciplines","Finance","Empirical audit/assessment","Guidelines/policy paper","Yes","Reproduction: ""...consists of an attempt to regenerate a result in the same sample applying the same method"" (p. 3560)

Reproduction: ""..is to verify whether the result obtained by running the original code on the original data equals the original result"" (p. 3560)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Programming language or software","Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Not described","R, Python, Stata, Julia, SAS, Matlab","Trading data","Partial automation. Some steps are automated and some require human judgment.","No. Automation is present but does not involve LLMs.","Yes","Data editors, Third-party/independent reproducers/replicators","Before submission, proactively, After acceptance, before publication",
96,"Amelia","Evaluating tools for enhancing reproducibility in computational scientific experiments","10.1145/3641525.3663623","2026/07/14 09:21:25","No. Paper is general with no named target discipline.",,"Technical tool/workflow paper",,"No",,"No. The paper treats reproducibility as context-independent or does not address variation.",,"No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Third-party/independent reproducers/replicators","After publication",
97,"Amelia","Why and how we share reproducible research at yale university’s institution for social and policy studies","10.1162/99608f92.dca148ba","2026/07/20 20:53:27","Yes. Paper explicitly targets one or more named disciplines","Political Science, General social science","Guidelines/policy paper","Technical tool/workflow paper","Yes","Computational reproducibility: ""a computational reproducibility check to verify that the code executes and to compare the code output with the numerical results reported in the manuscript"" (p.4)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Data or material license","Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Narrative (implicit)","Not described","Not described","Survey/experimental, Proprietary/confidential data","Not described","Not applicable. E1e = Manual only or Not described.","No","Third-party/independent reproducers/replicators","Before submission, proactively, After acceptance, before publication, After publication",
98,"Amelia","Mass reproducibility and replicability: a new hope","10.2139/ssrn.4790780","2026/06/21 21:07:35","Yes. Paper explicitly targets one or more named disciplines","Economics, Political Science","Empirical audit/assessment",,"Yes","Reproducibility, as delineated by Dreber and Johannesson (2023), is the examination of whether  the results and conclusions of original studies can be duplicated using the original studies’ data, while replicability is defined as using data other than what was used in the original studies (p. 9).
Computational reproducibility  gauges the extent to which results in original studies can be reproduced using both the data and code from those studies (p. 9). 
Recreate reproducibility assesses the extent to which results can be reproduced using the information in the original studies without access to the processed data set and/or the analysis code (p. 9).","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Scientific discipline, Differences across journals' policy","Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Not described","Not described","Not described","Manual only. The workflow is entirely manual.","Not applicable. E1e = Manual only or Not described.","No","Third-party/independent reproducers/replicators","After publication",
99,"Amelia","Introducing reproducible research standards at the world bank","10.1162/99608f92.21328ce3","2026/07/16 10:49:39","Yes. Paper explicitly targets one or more named disciplines","Economics","Guidelines/policy paper","Educational/training resource","Yes","Reproducibility: """"Research consumers... should be able to examine and recreate research results easily. This requires documented data sources, clearly written analytical scripts, and validation that all results in published outputs can be reproduced by a third party."" (p.2)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Data or material license, Programming language or software","Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Narrative (implicit)","Not described","Stata","Proprietary/confidential data","Manual only. The workflow is entirely manual.","Not applicable. E1e = Manual only or Not described.","Yes","Third-party but internal team (WB)","After acceptance, before publication",
100,"Amelia","Computational and robustness reproducibility of ""UN peacekeeping and democratization in conflict-affected countries""","10.31235/osf.io/7k2vz","2026/07/20 20:12:28","Yes. Paper explicitly targets one or more named disciplines","Political Science","Replication/reproduction attempt",,"No",,"No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Not described","R, Stata","Not described","Manual only. The workflow is entirely manual.","Not applicable. E1e = Manual only or Not described.","No","Third-party/independent reproducers/replicators","After publication",
101,"Amelia","Replicability of simulation studies for the investigation of statistical methods: the RepliSims project","10.1098/rsos.231003","2026/07/16 19:58:22","No. Paper is general with no named target discipline.",,"Replication/reproduction attempt","Empirical audit/assessment","Yes","Reproducibility: ""...is defined as generating the exact same results using the exact same data and the exact same analysis"" (p.2)","No. The paper treats reproducibility as context-independent or does not address variation.",,"No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Third-party/independent reproducers/replicators","After publication",
102,"Amelia","In-Class Data Analysis Replications: Teaching Students While Testing Science","10.1162/99608f92.f9720d1f","2026/07/14 21:11:30","No. Paper is general with no named target discipline.",,"Educational/training resource","User study (e.g., survey, interview, focus group discussion -- with computational reproducibility as the main topic)","Yes","Reproducibility: ""different analysts using their independently written data analysis code to reproduce the original estimates and claims, using the same data and the same analysis plan. Such data analysis replication corresponds to a computational reproduction based on the original data, but without the original code."" (p. 3)","No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Literate programming/dynamic documents","Python","Digital trace data, Text/NLP","Manual only. The workflow is entirely manual.","Not applicable. E1e = Manual only or Not described.","No","Third-party/independent reproducers/replicators","After publication",
103,"Amelia","The Challenges of Replicating Volatile Platform-Data Studies: Replicating Schatto-Eckrodt et al. (2020)","10.17645/mac.7789","2026/07/16 11:44:14","Yes. Paper explicitly targets one or more named disciplines","Communication science","Replication/reproduction attempt",,"Yes","Reproduction: ""denotes researchers' capacity to re‑execute or re‑implement the same computational analyses and yield results that are quantitatively identical"" (p. 3)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Data or material license","No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Authors (self-check), Third-party/independent reproducers/replicators","After publication",
104,"Amelia","Reproduce to validate: a comprehensive study on the reproducibility of economics research","10.1111/caje.12728","2026/07/15 19:27:43","Yes. Paper explicitly targets one or more named disciplines","Economics","Empirical audit/assessment",,"No",,"No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Narrative (implicit)",,"R, Stata, Matlab, SAS, SPSS, Excel","Proprietary/confidential data","Manual only. The workflow is entirely manual.","Not applicable. E1e = Manual only or Not described.","No","Data editors, Third-party/independent reproducers/replicators","After acceptance, before publication, After publication",
105,"Amelia","Promoting reproducibility and replicability in political science","10.1177/20531680241233439","2026/06/21 20:50:52","Yes. Paper explicitly targets one or more named disciplines","Political Science","Empirical audit/assessment","Guidelines/policy paper","Yes","Reproducibility here is defined as testing if results and conclusions of original studies can be reproduced using the original studies’ data (p. 1)

Computational reproducibility tests the extent to which results in original studies can be reproduced using the data and code from the original studies (p. 2). 

Recreate reproducibility tests to what extent results in original studies can be reproduced using the information in the original studies without access to the processed data set and/or the analysis code (p. 3)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Study design","No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Data editors, Third-party/independent reproducers/replicators","After acceptance, before publication, After publication",
106,"Amelia","The data availability policies of political science journals","10.31235/osf.io/df2ya","2026/07/21 20:52:43","Yes. Paper explicitly targets one or more named disciplines","Political Science","Empirical audit/assessment","Guidelines/policy paper","No",,"No. The paper treats reproducibility as context-independent or does not address variation.",,"No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Not described","Not described",
107,"Amelia","Teaching constructive replications in the behavioral and social sciences using quantitative data","10.1177/00986283231219503","2026/06/16 13:38:21","Yes. Paper explicitly targets one or more named disciplines","General social science","Educational/training resource",,"Yes","Analytical replication: Attempting to computationally reproduce previous findings using the same numerical data, known as analytical replication (p. 117)","No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Not described","R","Not described","Manual only. The workflow is entirely manual.","No. Automation is present but does not involve LLMs.","No","Third-party/independent reproducers/replicators","After publication",
108,"Amelia","Checklists for computational reproducibility in social sciences: insights from literature and survey evaluation","10.1145/3736731.3746161","2026/07/17 11:08:39","Yes. Paper explicitly targets one or more named disciplines","General social science","Meta-studies (e.g., scoping review, systematic review, meta-analysis)","User study (e.g., survey, interview, focus group discussion -- with computational reproducibility as the main topic)","Yes","Reproducibility: ""the ability of independent investigators to achieve the same outcome from an experiment by following the documentation provided by the original authors"" (p. 180)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Scientific discipline, Data type","Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Literate programming/dynamic documents, Containerization (e.g., Docker, Singularity, CodeOcean, Binder, WholeTale, etc.), Version control, Package/dependency management","Not described","Digital trace data, Proprietary/confidential data","Manual only. The workflow is entirely manual.","Not applicable. E1e = Manual only or Not described.","No","Authors (self-check), Portal moderation/journal-like review","Before submission, proactively",
109,"Amelia","A protocol for structured robustness reproductions and replicability assessments","10.2139/ssrn.5135862","2026/06/16 10:48:33","Yes. Paper explicitly targets one or more named disciplines","Economics","Guidelines/policy paper",,"Yes","Computational reproducibility refers to the ability to reproduce the results of a study using the original data and code, following the exact analytical procedures. (p. 3)","No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Not described","Not described","Not described","Manual only. The workflow is entirely manual.","Not applicable. E1e = Manual only or Not described.","No","Third-party/independent reproducers/replicators","After publication",
110,"Amelia","Data and code availability in political science publications from 1995 to 2022","10.1017/s1049096524001276","2026/07/21 21:10:06","Yes. Paper explicitly targets one or more named disciplines","Political Science","Empirical audit/assessment",,"Yes","Reproducibility: ""..refers narrowly to computational reproducibility—that other researchers can use the same data (and perhaps even the same code) to obtain the same results."" (p. 340)","No. The paper treats reproducibility as context-independent or does not address variation.",,"No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Data editors","After acceptance, before publication",
111,"Amelia","Replication code availability over time and across fields: evidence from the german socio-economic panel","10.1111/ecin.13267","2026/07/14 14:52:54","Yes. Paper explicitly targets one or more named disciplines","Economics","Empirical audit/assessment","Replication/reproduction attempt","Yes","Computational reproducibility: ""A study is computationally reproducible, when other researchers, using the same data and code, get the same results as the original study (Pérignon et al., 2023). Hence, computational reproducibility depends on two crucial ingredients: the availability of data and the availability of code, that is, computer instructions in statistical software such as Stata, R, or Matlab."" (p. 357)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Scientific discipline, Data or material license","No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Not described","After publication",
112,"Amelia","REPRO-bench: can agentic AI systems assess the reproducibility of social science research?","10.18653/v1/2025.findings-acl.1210","2026/07/16 10:12:13","Yes. Paper explicitly targets one or more named disciplines","General social science","Technical tool/workflow paper",,"Yes","Reproducibility: ""refers to the ability to obtain consistent results using the same data and methods as the original study."" (p.23617)","No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Package/dependency management","R, Python, Stata, Julia, MATLAB","Not described","Full automation. The entire proposed workflow is automated with no required manual steps.","Yes. The paper explicitly mentions LLMs (e.g., GPT, Claude, Llama) as part of the workflow.","Yes","Third-party/independent reproducers/replicators, AI Agents","After publication",
113,"Amelia","Let’s talk about it: making scientific computational reproducibility easier","10.1109/vl-hcc65237.2025.00015","2026/07/14 11:03:40","No. Paper is general with no named target discipline.",,"Empirical audit of different containers","User study (e.g., survey, interview, focus group discussion -- with computational reproducibility as the main topic)","Yes","Reproducibility: “obtaining consistent results using the same input data; computational steps, methods, and code; and conditions of analysis” (p. 1)","No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Containerization (e.g., Docker, Singularity, CodeOcean, Binder, WholeTale, etc.), Package/dependency management","Not described","Not described","Full automation. The entire proposed workflow is automated with no required manual steps.","Yes. The paper explicitly mentions LLMs (e.g., GPT, Claude, Llama) as part of the workflow.","No","Not described","Not described",
114,"Amelia","SciConv: a conversational tool for reproducibility","10.1109/vl-hcc65237.2025.00071","2026/07/14 11:52:05","No. Paper is general with no named target discipline.",,"Technical tool/workflow paper",,"No",,"No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Narrative (implicit)","Containerization (e.g., Docker, Singularity, CodeOcean, Binder, WholeTale, etc.)","Not described","Not described","Full automation. The entire proposed workflow is automated with no required manual steps.","Yes. The paper explicitly mentions LLMs (e.g., GPT, Claude, Llama) as part of the workflow.","No","Not described","Not described",
115,"Amelia","Similarity-based assessment of computational reproducibility in jupyter notebooks","10.1145/3736731.3746159","2026/06/15 13:10:08","No. Paper is general with no named target discipline.",,"Technical tool/workflow paper",,"Yes","Computational reproducibility refers to obtaining consistent results when rerunning an experiment (Abstract).","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Data type","Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Literate programming/dynamic documents","Python","Not described","Full automation. The entire proposed workflow is automated with no required manual steps.","No. Automation is present but does not involve LLMs.","Yes","Not described","Not described",
116,"Amelia","AutoReproduce: automatic AI experiment reproduction with paper lineage","10.48550/arxiv.2505.20662","2026/07/24 09:52:33","No. Paper is general with no named target discipline.",,"Technical tool/workflow paper",,"Yes","Automated experiment reproduction: ""...the task of building LLM agents that generate executable code to reproduce methods and experiments according to the descriptions"" (p.3)","No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Not described","Python","Not described","Full automation. The entire proposed workflow is automated with no required manual steps.","Yes. The paper explicitly mentions LLMs (e.g., GPT, Claude, Llama) as part of the workflow.","Yes","AI Agents","Not described",
117,"Amelia","Computational reproducibility of R code supplements on OSF","10.36190/2025.49","2026/07/21 22:27:20","Yes. Paper explicitly targets one or more named disciplines","General social science","Empirical audit/assessment","Technical tool/workflow paper","No",,"Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Programming language or software","Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Containerization (e.g., Docker, Singularity, CodeOcean, Binder, WholeTale, etc.), Version control, Package/dependency management","R","Not described","Full automation. The entire proposed workflow is automated with no required manual steps.","No. Automation is present but does not involve LLMs.","No","Third-party/independent reproducers/replicators","After publication",
118,"Amelia","Tooling for reproducible research: considerations for the past and future of data analysis","10.17713/ajs.v54i3.2052","2026/07/21 14:02:08","No. Paper is general with no named target discipline.",,"Technical tool/workflow paper","Opinion","Yes","Reproducibility: ""...the concept of reproducibility involved communicating the computational details of an analysis to colleagues, collaborators, students, funders, the public, and oneself"" (p. 1–2, Introduction). 

Computational reproducibility: ""..whereby the code and data used to conduct a data analysis can be executed together to reproduce an original published result (usually exactly). "" (p. 2)","No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Narrative (implicit)","Literate programming/dynamic documents","R, SAS","Not described","Not described","Not applicable. E1e = Manual only or Not described.","No","Not described","Not described",
119,"Amelia","“Works on my machine”: a case study of replicability challenges inComputational humanities research","10.63744/iaqeoznkfkuz","2026/07/16 10:33:44","Yes. Paper explicitly targets one or more named disciplines","Computational Humanities","Empirical audit/assessment",,"Yes","Replication: ""the case where all of these [research question, dataset, method] are (virtually) identical to the original study is termed replication, and the degree to which this can be achieved replicability"" (p.143)","No. The paper treats reproducibility as context-independent or does not address variation.",,"No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Not described","Not described",
120,"Amelia","Reproducibility spectrum for applied social sciences: conceptual taxonomy and recommended tools","10.5281/zenodo.17830903","2026/07/21 21:24:06","Yes. Paper explicitly targets one or more named disciplines","General social science","Technical tool/workflow paper","Educational/training resource","No",,"No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Literate programming/dynamic documents, Containerization (e.g., Docker, Singularity, CodeOcean, Binder, WholeTale, etc.), Version control, Package/dependency management","R, Python","Not described","Partial automation. Some steps are automated and some require human judgment.","No. Automation is present but does not involve LLMs.","Yes","Not described","Not described",
121,"Amelia","Statistical perspectives on reproducibility: definitions and challenges","10.1007/s42519-025-00459-x","2026/07/22 22:45:22","No. Paper is general with no named target discipline.",,"Meta-studies (e.g., scoping review, systematic review, meta-analysis)",,"Yes","Reproducibility Type A: ""...is the ability to follow the analysis of an experiment based on the same data and a clear description of the data and the method. Stronger version of Reproducibility Type A: Experimental conclusions are reproduced if another researcher applied the same analysis to the same data and reached the same conclusions, using the description of the data and the method provided by the original researcher."" (p. 4, Section 2)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Scientific discipline","Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Narrative (implicit)","Literate programming/dynamic documents","R","Not described","Not described","Not applicable. E1e = Manual only or Not described.","No","Authors (self-check), Data editors, Third-party/independent reproducers/replicators","Not described",
122,"Amelia","AIRepr: an analyst-inspector framework for evaluating reproducibility of LLMs in data science","10.18653/v1/2025.findings-emnlp.539","2026/07/24 09:33:36","No. Paper is general with no named target discipline.",,"Technical tool/workflow paper",,"Yes","Workflow reproducibility: ""...as a property of the workflow reflecting how well it supports independent generation of code that faithfully implements the original analysis it describes."" (p. 10172)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Data type","Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Step-by-step (explicit)","Not described","Python","Not described","Full automation. The entire proposed workflow is automated with no required manual steps.","Yes. The paper explicitly mentions LLMs (e.g., GPT, Claude, Llama) as part of the workflow.","Yes","AI Agents","Not described",
123,"Amelia","Why computational reproducibility matters","10.59350/vpfzy-wrr35","2026/07/15 20:16:19","No. Paper is general with no named target discipline.",,"Opinion",,"No",,"No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Narrative (implicit)","Containerization (e.g., Docker, Singularity, CodeOcean, Binder, WholeTale, etc.)","Not described","Not described","Not described","Not applicable. E1e = Manual only or Not described.","No","Not described","Not described",
124,"Amelia","Perceived problems, causes, and solutions of finance research reproducibility and replicability: a pre-registered report","10.1016/j.pacfin.2024.102564","2026/07/15 19:00:49","Yes. Paper explicitly targets one or more named disciplines","Finance","User study (e.g., survey, interview, focus group discussion -- with computational reproducibility as the main topic)",,"Yes","Reproducibility: ""we consider reproducibility to refer to the notion that a study's findings can be reproduced when it is repeated exactly, using the same underlying datasets and methods. By contrast, we consider replicability to refer to the notion that a study's findings can be replicated when its findings are confirmed in similar but not identical settings. These changes may include slight but reasonable variations of method, sample or time period."" (p. 2)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Scientific discipline","No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Not described","Not described",
125,"Amelia","A report on ""corruption and Co-optation in autocracy: evidence from Russia""","https://openalex.org/w7112551898","2026/07/14 12:12:18","Yes. Paper explicitly targets one or more named disciplines","Political Science","Replication/reproduction attempt",,"No",,"No. The paper treats reproducibility as context-independent or does not address variation.",,"No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Third-party/independent reproducers/replicators","After publication",
126,"Amelia","Automated Reproducibility Testing in R Markdown","10.1525/collabra.138638","2026/06/18 13:38:35","No. Paper is general with no named target discipline.",,"Technical tool/workflow paper",,"Yes","Computational results are considered reproducible if the same computation on the same data yields the same results if performed on a different computer or on the same computer later in time (Abstract)","No. The paper treats reproducibility as context-independent or does not address variation.",,"Yes. The paper actively describes, introduces, or recommends at least one concrete workflow, checklist, or tool.","Narrative (implicit)","Literate programming/dynamic documents","R","Not described","Full automation. The entire proposed workflow is automated with no required manual steps.","No. Automation is present but does not involve LLMs.","No","Not described","Not described",
127,"Amelia","A framework for evaluating reproducibility and replicability in economics","10.1111/ecin.13244","2026/07/14 14:12:46","Yes. Paper explicitly targets one or more named disciplines","Economics","Guidelines/policy paper",,"Yes","Reproducibility: ""testing if results and conclusions of original studies can be reproduced based on the same data as used in the original studies"" (p. 340)

Computational reproducibility: ""To what extent results in original studies can be reproduced based on data and code posted or provided by the original authors"" (p. 341)

Inferential reproducibility: ""is about different researchers drawing the same conclusion from the same study and data and is not matched by any of our categories."" (p. 349)","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Study design, Data type","No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Data editors, Third-party/independent reproducers/replicators","After publication",
128,"Amelia","The reliability of replications: a study in computational reproductions","10.1098/rsos.241038","2026/06/18 14:50:31","Yes. Paper explicitly targets one or more named disciplines","General social science","Replication/reproduction attempt",,"Yes","the capacity for assessing the value or accuracy of scientific claims based on the original methods, data and code (p. 6)

Computational replication: Reproducibility, sometimes labelled as computational replication, or computational or analytic reproduction, means obtaining the same results as the original study using the same data and code (p. 8).","Yes. The paper explicitly notes that reproducibility looks different and is practiced differently depending on context.","Study design, Programming language or software","No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Third-party/independent reproducers/replicators","After publication",
129,"Amelia","Accelerating social science knowledge production with the coordinated open-source model","10.1007/s11135-024-02020-7","2026/07/23 20:57:24","Yes. Paper explicitly targets one or more named disciplines","General social science","Conceptual/review paper",,"No",,"No. The paper treats reproducibility as context-independent or does not address variation.",,"No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Not described","Not described",
130,"Amelia","Reproducibility in the classroom","10.1146/annurev-statistics-112723-034436","2026/07/14 13:08:55","No. Paper is general with no named target discipline.",,"Educational/training resource",,"Yes","Reproducibility is the process of obtaining the same results using the same input data and following the same computational steps pertaining to methods and analysis (p. 2)","No. The paper treats reproducibility as context-independent or does not address variation.",,"No. The paper discusses reproducibility in general but does NOT describe a specific workflow or tool.",,,,,,,"No","Third-party/independent reproducers/replicators","After publication",
